CODGEO;LIBGEO;SEXE;AGED100;NB
75120;Paris 20e Arrondissement;1;004;1067.2076211
75120;Paris 20e Arrondissement;1;005;1011.2432989
75120;Paris 20e Arrondissement;1;006;1159.6973766
75120;Paris 20e Arrondissement;1;007;1009.972256
75120;Paris 20e Arrondissement;1;008;914.96404323
75120;Paris 20e Arrondissement;1;009;1070.9621305
75120;Paris 20e Arrondissement;1;010;936.1044714
75120;Paris 20e Arrondissement;1;011;993.97930661
75120;Paris 20e Arrondissement;1;012;965.02573181
75120;Paris 20e Arrondissement;1;013;931.54310712
75120;Paris 20e Arrondissement;1;014;1082.9537197
75120;Paris 20e Arrondissement;1;015;1097.0175648
75120;Paris 20e Arrondissement;1;016;971.03272964
75120;Paris 20e Arrondissement;1;017;1054.4934519
75120;Paris 20e Arrondissement;1;018;993.01698005
75120;Paris 20e Arrondissement;1;019;1174.0537319
75120;Paris 20e Arrondissement;1;020;1138.9693227
75120;Paris 20e Arrondissement;1;021;1177.6137072
75120;Paris 20e Arrondissement;1;022;1384.4268659
75120;Paris 20e Arrondissement;1;023;1352.7473496
75120;Paris 20e Arrondissement;1;024;1467.2731369
75120;Paris 20e Arrondissement;1;025;1495.3945073
75120;Paris 20e Arrondissement;1;026;1664.0417496
75120;Paris 20e Arrondissement;1;027;1614.7845346
75120;Paris 20e Arrondissement;1;028;1625.3408097
75120;Paris 20e Arrondissement;1;029;1503.0279318
75120;Paris 20e Arrondissement;1;030;1549.4495298
75120;Paris 20e Arrondissement;1;031;1543.4769318
75120;Paris 20e Arrondissement;1;032;1629.9554018
75120;Paris 20e Arrondissement;1;033;1618.1391052
75120;Paris 20e Arrondissement;1;034;1488.3569329
75120;Paris 20e Arrondissement;1;035;1581.0514818
75120;Paris 20e Arrondissement;1;036;1553.1813099
75120;Paris 20e Arrondissement;1;037;1489.4693539
75120;Paris 20e Arrondissement;1;038;1449.9725639
75120;Paris 20e Arrondissement;1;039;1480.3834417
75120;Paris 20e Arrondissement;1;040;1530.7241525
75120;Paris 20e Arrondissement;1;041;1368.0457735
75120;Paris 20e Arrondissement;1;042;1534.6529911
75120;Paris 20e Arrondissement;1;043;1515.4325072
75120;Paris 20e Arrondissement;1;044;1413.2587747
75120;Paris 20e Arrondissement;1;045;1368.1365577
75120;Paris 20e Arrondissement;1;046;1389.2800934
75120;Paris 20e Arrondissement;1;047;1327.271566
75120;Paris 20e Arrondissement;1;048;1309.3066339
75120;Paris 20e Arrondissement;1;049;1242.6881439
75120;Paris 20e Arrondissement;1;050;1223.8468061
75120;Paris 20e Arrondissement;1;051;1256.1128241
75120;Paris 20e Arrondissement;1;052;1145.4177123
75120;Paris 20e Arrondissement;1;053;1273.7807748
75120;Paris 20e Arrondissement;1;054;1183.0119598
75120;Paris 20e Arrondissement;1;055;1108.4962658
75120;Paris 20e Arrondissement;1;056;1078.0943968
75120;Paris 20e Arrondissement;1;057;1113.9367729
75120;Paris 20e Arrondissement;1;058;1060.8775689
75120;Paris 20e Arrondissement;1;059;981.41198525
75120;Paris 20e Arrondissement;1;060;999.78665025
75120;Paris 20e Arrondissement;1;061;964.99374122
75120;Paris 20e Arrondissement;1;062;1033.7172532
75120;Paris 20e Arrondissement;1;063;885.92946008
75120;Paris 20e Arrondissement;1;064;993.67144637
75120;Paris 20e Arrondissement;1;065;1032.1245586
75120;Paris 20e Arrondissement;1;066;802.35561877
75120;Paris 20e Arrondissement;1;067;892.36318459
75120;Paris 20e Arrondissement;1;068;871.84111533
75120;Paris 20e Arrondissement;1;069;779.62025475
75120;Paris 20e Arrondissement;1;070;634.11575512
75120;Paris 20e Arrondissement;1;071;604.19511242
75120;Paris 20e Arrondissement;1;072;552.87297867
75120;Paris 20e Arrondissement;1;073;494.36637944
75120;Paris 20e Arrondissement;1;074;469.72585014
75120;Paris 20e Arrondissement;1;075;383.41334901
75120;Paris 20e Arrondissement;1;076;410.17245312
75120;Paris 20e Arrondissement;1;077;463.89916043
75120;Paris 20e Arrondissement;1;078;385.84281715
75120;Paris 20e Arrondissement;1;079;333.53698208
75120;Paris 20e Arrondissement;1;080;358.13580636
75120;Paris 20e Arrondissement;1;081;279.77458971
75120;Paris 20e Arrondissement;1;082;263.68434394
75120;Paris 20e Arrondissement;1;083;220.57772116
75120;Paris 20e Arrondissement;1;084;192.99032407
75120;Paris 20e Arrondissement;1;085;252.18833933
75120;Paris 20e Arrondissement;1;086;184.98791195
75120;Paris 20e Arrondissement;1;087;140.48785386
75120;Paris 20e Arrondissement;1;088;113.91512182
75120;Paris 20e Arrondissement;1;089;109.38305223
75120;Paris 20e Arrondissement;1;090;77.725665593
75120;Paris 20e Arrondissement;1;091;59.041089982
75120;Paris 20e Arrondissement;1;092;54.512156538
75120;Paris 20e Arrondissement;1;093;40.004820592
75120;Paris 20e Arrondissement;1;094;266.85945196
75120;Paris 20e Arrondissement;1;095;23.248396342
75120;Paris 20e Arrondissement;1;096;1.9179578162
75120;Paris 20e Arrondissement;1;097;5.1208510786
75120;Paris 20e Arrondissement;1;098;3.1985663146
75120;Paris 20e Arrondissement;1;099;1.000001349
75120;Paris 20e Arrondissement;1;100;24.220281215
75120;Paris 20e Arrondissement;2;000;1061.9229967
75120;Paris 20e Arrondissement;2;001;1101.9704852
75120;Paris 20e Arrondissement;2;002;1035.1995596
75120;Paris 20e Arrondissement;2;003;1073.8089681
75120;Paris 20e Arrondissement;2;004;1005.7327645
75120;Paris 20e Arrondissement;2;005;914.51415672
75120;Paris 20e Arrondissement;2;006;1010.7413681
75120;Paris 20e Arrondissement;2;007;1002.2101499
75120;Paris 20e Arrondissement;2;008;929.62786849
75120;Paris 20e Arrondissement;2;009;1006.6762299
75120;Paris 20e Arrondissement;2;010;1000.2836602
75120;Paris 20e Arrondissement;2;011;1017.4790072
75120;Paris 20e Arrondissement;2;012;945.63669973
75120;Paris 20e Arrondissement;2;013;883.08807045
75120;Paris 20e Arrondissement;2;014;1062.8189028
75120;Paris 20e Arrondissement;2;015;877.61265897
75120;Paris 20e Arrondissement;2;016;947.44899581
75120;Paris 20e Arrondissement;2;017;949.11716225
75120;Paris 20e Arrondissement;2;018;1003.7067246
75120;Paris 20e Arrondissement;2;019;1090.0229059
75120;Paris 20e Arrondissement;2;020;1190.5698194
75120;Paris 20e Arrondissement;2;021;1165.3571017
75120;Paris 20e Arrondissement;2;022;1472.8665794
75120;Paris 20e Arrondissement;2;023;1591.9003585
75120;Paris 20e Arrondissement;2;024;1775.2492748
75120;Paris 20e Arrondissement;2;025;1708.1021579
75120;Paris 20e Arrondissement;2;026;1808.9603223
75120;Paris 20e Arrondissement;2;027;1834.5136629
75120;Paris 20e Arrondissement;2;028;1646.8573607
75120;Paris 20e Arrondissement;2;029;1967.687515
75120;Paris 20e Arrondissement;2;030;1785.7367082
75120;Paris 20e Arrondissement;2;031;1827.0183723
75120;Paris 20e Arrondissement;2;032;1736.5705427
75120;Paris 20e Arrondissement;2;033;1764.6073116
75120;Paris 20e Arrondissement;2;034;1590.2150198
75120;Paris 20e Arrondissement;2;035;1626.2833401
75120;Paris 20e Arrondissement;2;036;1517.7192788
75120;Paris 20e Arrondissement;2;037;1567.3172983
75120;Paris 20e Arrondissement;2;038;1364.8107022
75120;Paris 20e Arrondissement;2;039;1442.2401676
75120;Paris 20e Arrondissement;2;040;1527.8760197
75120;Paris 20e Arrondissement;2;041;1443.1148574
75120;Paris 20e Arrondissement;2;042;1453.94851
75120;Paris 20e Arrondissement;2;043;1398.3303147
75120;Paris 20e Arrondissement;2;044;1416.1746017
75120;Paris 20e Arrondissement;2;045;1378.0281085
75120;Paris 20e Arrondissement;2;046;1407.1072104
75120;Paris 20e Arrondissement;2;047;1392.5061695
75120;Paris 20e Arrondissement;2;048;1444.0804512
75120;Paris 20e Arrondissement;2;049;1378.9246231
75120;Paris 20e Arrondissement;2;050;1344.4890201
75120;Paris 20e Arrondissement;2;051;1365.1624544
75120;Paris 20e Arrondissement;2;052;1515.1716548
75120;Paris 20e Arrondissement;2;053;1426.0199387
75120;Paris 20e Arrondissement;2;054;1416.7335891
75120;Paris 20e Arrondissement;2;055;1487.5237677
75120;Paris 20e Arrondissement;2;056;1392.2893917
75120;Paris 20e Arrondissement;2;057;1292.3886369
75120;Paris 20e Arrondissement;2;058;1209.1429807
75120;Paris 20e Arrondissement;2;059;1240.2472657
75120;Paris 20e Arrondissement;2;060;1307.8798005
75120;Paris 20e Arrondissement;2;061;1177.3096173
75120;Paris 20e Arrondissement;2;062;1111.1900929
75120;Paris 20e Arrondissement;2;063;1177.5566748
75120;Paris 20e Arrondissement;2;064;1129.8560461
75120;Paris 20e Arrondissement;2;065;1267.2195925
75120;Paris 20e Arrondissement;2;066;1109.6220281
75120;Paris 20e Arrondissement;2;067;988.74421677
75120;Paris 20e Arrondissement;2;068;932.60579183
75120;Paris 20e Arrondissement;2;069;884.54879573
75120;Paris 20e Arrondissement;2;070;854.35187551
75120;Paris 20e Arrondissement;2;071;618.14240159
75120;Paris 20e Arrondissement;2;072;682.78709419
75120;Paris 20e Arrondissement;2;073;580.81767862
75120;Paris 20e Arrondissement;2;074;585.2002995
75120;Paris 20e Arrondissement;2;075;574.61576298
75120;Paris 20e Arrondissement;2;076;543.9107438
75120;Paris 20e Arrondissement;2;077;549.91412515
75120;Paris 20e Arrondissement;2;078;488.33333657
75120;Paris 20e Arrondissement;2;079;519.53315562
75120;Paris 20e Arrondissement;2;080;496.23337667
75120;Paris 20e Arrondissement;2;081;566.66759136
75120;Paris 20e Arrondissement;2;082;472.75141823
75120;Paris 20e Arrondissement;2;083;513.36825894
75120;Paris 20e Arrondissement;2;084;442.61838368
75120;Paris 20e Arrondissement;2;085;409.45872232
75120;Paris 20e Arrondissement;2;086;281.87200165
75120;Paris 20e Arrondissement;2;087;383.82426726
75120;Paris 20e Arrondissement;2;088;342.6423128
75120;Paris 20e Arrondissement;2;089;285.77607651
75120;Paris 20e Arrondissement;2;090;203.17296595
75120;Paris 20e Arrondissement;2;091;202.95435982
75120;Paris 20e Arrondissement;2;092;220.31384144
75120;Paris 20e Arrondissement;2;093;135.28669294
75120;Paris 20e Arrondissement;2;094;221.27539862
75120;Paris 20e Arrondissement;2;095;85.25655229
75120;Paris 20e Arrondissement;2;096;46.087931694
75120;Paris 20e Arrondissement;2;097;33.499087131
75120;Paris 20e Arrondissement;2;098;20.743092611
75120;Paris 20e Arrondissement;2;099;32.006796563
75120;Paris 20e Arrondissement;2;100;40.624648508
